0.002596 -1.130740
0.012384 -1.171540
0.018545 -1.112631
0.023934 -1.010784
0.032518 -1.078371
0.033383 -1.034234
0.039650 -1.088715
0.043707 -0.984926
0.044918 -0.952123
0.053302 -0.985860
0.061855 -1.026500
0.078521 -0.996088
0.078934 -0.893555
0.081906 -0.918018
0.091776 -0.813126
0.092972 -0.997032
0.093065 -0.804574
0.104305 -0.945870
0.104600 -0.886618
0.124284 -0.857432
0.136042 -0.805656
0.144241 -0.768056
0.146873 -0.773027
0.148918 -0.689531
0.151023 -0.807473
0.156078 -0.861354
0.158329 -0.784025
0.158696 -0.840106
0.166281 -0.785313
0.166465 -0.831901
0.168701 -0.776029
0.179887 -0.659762
0.185186 -0.731405
0.187018 -0.777104
0.188382 -0.729438
0.204879 -0.623598
0.217674 -0.617690
0.227454 -0.704460
0.227912 -0.574271
0.235613 -0.516833
0.236315 -0.586547
0.245561 -0.584310
0.245936 -0.648677
0.246178 -0.564773
0.246421 -0.506694
0.256259 -0.546003
0.261862 -0.566654
0.267537 -0.596933
0.272177 -0.501130
0.273894 -0.593558
0.288881 -0.538868
0.289829 -0.492970
0.295379 -0.517608
0.297805 -0.611612
0.304840 -0.489813
0.305856 -0.498192
0.308146 -0.453918
0.309996 -0.501822
0.316372 -0.543074
0.336955 -0.462175
0.337301 -0.393620
0.343530 -0.546355
0.343852 -0.524907
0.354570 -0.473027
0.376207 -0.341647
0.377392 -0.383231
0.402360 -0.483331
0.402451 -0.505763
0.407758 -0.334053
0.420777 -0.456870
0.422407 -0.446840
0.426771 -0.377557
0.429232 -0.486570
0.442251 -0.478111
0.452904 -0.401852
0.453978 -0.443286
0.458034 -0.299376
0.476639 -0.354586
0.480064 -0.388680
0.480450 -0.423488
0.487365 -0.411168
0.491521 -0.308399
0.503966 -0.383964
0.514086 -0.447599
0.535317 -0.347007
0.537586 -0.392063
0.537751 -0.323676
0.540180 -0.454033
0.541841 -0.374792
0.548289 -0.278253
0.554741 -0.348952
0.562719 -0.282934
0.566776 -0.336295
0.566776 -0.405705
0.567541 -0.309666
0.570655 -0.423421
0.585962 -0.440784
0.588775 -0.436557
0.606035 -0.417210
0.614084 -0.431943
0.616462 -0.380063
0.617113 -0.281360
0.617640 -0.361949
0.621426 -0.368366
0.632672 -0.357040
0.642093 -0.478429
0.644358 -0.302459
0.651698 -0.359524
0.662483 -0.408399
0.673610 -0.410463
0.681279 -0.473066
0.681368 -0.356116
0.681512 -0.353418
0.683111 -0.312220
0.691316 -0.309820
0.702016 -0.400307
0.710365 -0.410528
0.711481 -0.322222
0.723784 -0.480684
0.735344 -0.431531
0.736079 -0.435268
0.746443 -0.303334
0.748735 -0.489390
0.751303 -0.494184
0.755903 -0.325054
0.758076 -0.479295
0.763968 -0.444599
0.766163 -0.446941
0.773667 -0.414165
0.783783 -0.399245
0.793330 -0.458842
0.802018 -0.448874
0.802381 -0.411840
0.807093 -0.428478
0.807558 -0.384503
0.818823 -0.356388
0.827686 -0.349987
0.829047 -0.492050
0.830773 -0.456134
0.838079 -0.357483
0.845308 -0.431271
0.854161 -0.455655
0.855036 -0.359840
0.857431 -0.359787
0.858401 -0.482952
0.867573 -0.347003
0.868377 -0.374879
0.870704 -0.456803
0.871649 -0.440615
0.873233 -0.467930
0.873290 -0.300663
0.883254 -0.360673
0.886577 -0.448361
0.891595 -0.399689
0.899722 -0.395948
0.906412 -0.451368
0.906712 -0.382700
0.910186 -0.440001
0.910653 -0.388704
0.916536 -0.440185
0.924061 -0.421888
0.924260 -0.278535
0.941483 -0.425644
0.951416 -0.415436
0.965531 -0.348104
0.968351 -0.321835
0.972487 -0.247678
1.007942 -0.253780
1.011969 -0.379211
1.023239 -0.300845
1.028952 -0.242618
1.030623 -0.336857
1.037097 -0.300555
1.037927 -0.294339
1.038996 -0.308358
1.047670 -0.313278
1.060576 -0.267946
1.069723 -0.211541
1.076531 -0.176913
1.078230 -0.334721
1.087750 -0.245913
1.088445 -0.136154
1.094849 -0.264980
1.102236 -0.267087
1.104754 -0.200257
1.123476 -0.245001
1.140322 -0.163950
1.141301 -0.113353
1.157406 -0.225084
1.170092 -0.180768
1.176292 -0.121233
1.182726 -0.066921
1.190100 -0.019401
1.190279 -0.088052
1.198166 -0.090598
1.207205 -0.114894
1.210260 -0.168578
1.213731 -0.064286
1.213959 0.008691
1.222675 -0.141943
1.227463 0.021753
1.240476 -0.086401
1.249597 -0.132199
1.252154 -0.006179
1.254553 -0.121103
1.267044 -0.108614
1.289488 0.027492
1.314089 0.017225
1.317473 -0.022871
1.320471 -0.052599
1.321099 -0.038354
1.322392 0.009507
1.336457 0.019468
1.337502 0.110204
1.348229 -0.019319
1.353668 0.162292
1.358637 0.053080
1.363134 0.187178
1.375365 0.071076
1.381389 0.034300
1.382765 0.171823
1.386026 0.140080
1.387235 0.163940
1.392319 0.065642
1.395895 0.109074
1.400181 0.061945
1.405529 0.054288
1.428239 0.128944
1.434499 0.167993
1.442010 0.152616
1.443553 0.207020
1.446115 0.161923
1.446559 0.121843
1.447548 0.162473
1.454317 0.149618
1.455678 0.226813
1.474846 0.226008
1.488197 0.211611
1.498871 0.256990
1.499465 0.214223
1.508299 0.093958
1.508326 0.188426
1.519842 0.149942
1.522152 0.184374
1.526135 0.257503
1.526712 0.198988
1.546252 0.245688
1.557026 0.100780
1.557141 0.141009
1.573976 0.193932
1.581635 0.196714
1.583846 0.154440
1.589912 0.241872
1.591776 0.190918
1.606040 0.226876
1.610026 0.149330
1.617312 0.229850
1.620885 0.187155
1.658363 0.258901
1.663274 0.096902
1.667258 0.242889
1.670731 0.176495
1.680512 0.165174
1.689026 0.144158
1.689583 0.048409
1.690150 0.052712
1.691683 0.230373
1.694847 0.054318
1.698809 0.189227
1.703086 0.072101
1.713640 0.183152
1.716471 0.047548
1.720590 0.092318
1.727248 0.096576
1.735609 0.055874
1.741028 0.100294
1.741532 0.014584
1.742782 0.120054
1.753919 0.134510
